invoiceno,invoicedate_ts,ordertotal,yearmonth
532983,2010-11-15 13:54:00,924.07,2010-11
489792,2009-12-02 12:06:00,923.79,2009-12
507281,2010-05-07 13:29:00,922.84,2010-05
519386,2010-08-16 14:19:00,922.84,2010-08
537227,2010-12-06 08:42:00,922.40,2010-12
518225,2010-08-05 14:35:00,921.76,2010-08
495244,2010-01-22 10:51:00,920.95,2010-01
527133,2010-10-15 09:33:00,920.76,2010-10
521645,2010-09-07 13:12:00,920.70,2010-09
506900,2010-05-05 09:43:00,920.31,2010-05
524832,2010-09-30 17:15:00,919.70,2010-09
534847,2010-11-24 13:34:00,919.62,2010-11
505741,2010-04-25 15:56:00,918.88,2010-04
502991,2010-03-29 14:57:00,918.50,2010-03
519401,2010-08-16 16:54:00,918.29,2010-08
491426,2009-12-10 20:16:00,917.76,2009-12
528142,2010-10-20 15:43:00,917.75,2010-10
501904,2010-03-21 15:56:00,917.70,2010-03
501043,2010-03-12 10:09:00,917.56,2010-03
536074,2010-11-30 11:00:00,917.34,2010-11
524972,2010-10-01 14:57:00,917.16,2010-10
523626,2010-09-23 11:26:00,916.84,2010-09
534035,2010-11-19 15:50:00,916.12,2010-11
531791,2010-11-09 15:11:00,916.05,2010-11
528419,2010-10-22 09:44:00,914.70,2010-10
514218,2010-07-01 08:57:00,914.33,2010-07
492762,2009-12-18 14:23:00,914.24,2009-12
518664,2010-08-10 14:31:00,914.23,2010-08
502716,2010-03-26 11:20:00,914.17,2010-03
492773,2009-12-18 15:35:00,914.16,2009-12
528727,2010-10-24 13:21:00,913.64,2010-10
526897,2010-10-13 14:57:00,913.50,2010-10
492819,2009-12-20 14:34:00,913.15,2009-12
524728,2010-09-30 14:24:00,912.90,2010-09
529763,2010-10-29 15:00:00,912.63,2010-10
490004,2009-12-03 11:53:00,912.56,2009-12
527064,2010-10-14 13:54:00,912.10,2010-10
529839,2010-10-31 12:36:00,912.03,2010-10
517859,2010-08-02 14:02:00,911.47,2010-08
495954,2010-01-28 09:00:00,911.44,2010-01
533067,2010-11-15 17:14:00,911.12,2010-11
525307,2010-10-05 10:21:00,910.98,2010-10
505337,2010-04-21 13:14:00,910.93,2010-04
526245,2010-10-11 09:42:00,910.44,2010-10
517744,2010-08-01 15:55:00,910.17,2010-08
537775,2010-12-08 12:41:00,910.14,2010-12
530969,2010-11-05 09:07:00,909.58,2010-11
496093,2010-01-29 10:10:00,909.50,2010-01
535485,2010-11-26 14:40:00,908.97,2010-11
519877,2010-08-22 10:33:00,908.80,2010-08
510329,2010-05-28 13:23:00,908.46,2010-05
512077,2010-06-13 12:12:00,908.38,2010-06
515165,2010-07-08 16:08:00,908.32,2010-07
520337,2010-08-25 12:42:00,908.16,2010-08
495307,2010-01-22 14:13:00,908.14,2010-01
490209,2009-12-04 12:06:00,908.04,2009-12
531472,2010-11-08 14:13:00,907.56,2010-11
505146,2010-04-20 11:26:00,907.44,2010-04
496612,2010-02-03 07:31:00,907.40,2010-02
527077,2010-10-14 15:23:00,907.20,2010-10
503849,2010-04-08 09:25:00,907.10,2010-04
501667,2010-03-18 14:26:00,906.82,2010-03
512607,2010-06-17 09:48:00,906.67,2010-06
512271,2010-06-14 13:31:00,906.25,2010-06
493685,2010-01-05 12:43:00,906.23,2010-01
505884,2010-04-26 13:54:00,906.00,2010-04
517977,2010-08-03 14:23:00,905.74,2010-08
518157,2010-08-05 09:35:00,905.48,2010-08
503069,2010-03-30 10:31:00,905.16,2010-03
519192,2010-08-13 16:58:00,904.72,2010-08
492415,2009-12-16 17:06:00,904.38,2009-12
511062,2010-06-06 12:41:00,904.30,2010-06
520344,2010-08-25 13:05:00,903.16,2010-08
536058,2010-11-30 10:12:00,902.35,2010-11
504846,2010-04-16 16:21:00,902.16,2010-04
502451,2010-03-24 14:14:00,901.79,2010-03
523541,2010-09-22 14:22:00,901.42,2010-09
535308,2010-11-25 14:44:00,900.50,2010-11
529132,2010-10-26 14:42:00,900.36,2010-10
524205,2010-09-28 10:24:00,900.08,2010-09
489727,2009-12-02 11:09:00,900.00,2009-12
491497,2009-12-11 12:17:00,899.64,2009-12
498934,2010-02-24 10:42:00,899.00,2010-02
527754,2010-10-18 17:05:00,898.87,2010-10
507227,2010-05-06 19:49:00,898.45,2010-05
490087,2009-12-03 15:49:00,898.18,2009-12
529179,2010-10-26 18:26:00,897.80,2010-10
498513,2010-02-19 12:07:00,897.03,2010-02
497941,2010-02-15 11:22:00,897.00,2010-02
492720,2009-12-18 10:50:00,896.85,2009-12
512567,2010-06-16 14:41:00,896.80,2010-06
498517,2010-02-19 12:34:00,896.73,2010-02
489644,2009-12-01 16:30:00,896.54,2009-12
509405,2010-05-23 11:35:00,896.16,2010-05
519881,2010-08-22 11:27:00,895.40,2010-08
519881,2010-08-22 11:28:00,895.40,2010-08
511052,2010-06-06 12:15:00,895.13,2010-06
515971,2010-07-16 07:53:00,894.96,2010-07
519619,2010-08-19 09:22:00,894.51,2010-08
529622,2010-10-29 11:42:00,894.40,2010-10
531762,2010-11-09 13:40:00,894.38,2010-11
503927,2010-04-08 13:21:00,894.00,2010-04
511962,2010-06-11 13:28:00,894.00,2010-06
509454,2010-05-24 10:02:00,893.74,2010-05
491113,2009-12-09 14:48:00,893.33,2009-12
512064,2010-06-13 11:19:00,893.22,2010-06
522816,2010-09-16 19:17:00,893.00,2010-09
497384,2010-02-09 12:03:00,892.72,2010-02
498935,2010-02-24 10:42:00,892.65,2010-02
527461,2010-10-18 10:42:00,892.52,2010-10
514797,2010-07-06 10:37:00,892.50,2010-07
531869,2010-11-10 11:36:00,892.15,2010-11
511375,2010-06-08 11:28:00,891.81,2010-06
530947,2010-11-04 18:00:00,891.46,2010-11
491979,2009-12-15 08:01:00,891.41,2009-12
535984,2010-11-29 13:17:00,891.40,2010-11
509029,2010-05-19 15:24:00,891.17,2010-05
510753,2010-06-03 12:38:00,891.03,2010-06
502882,2010-03-29 10:41:00,890.40,2010-03
533877,2010-11-19 11:37:00,889.80,2010-11
523652,2010-09-23 13:07:00,889.44,2010-09
518077,2010-08-04 13:47:00,889.02,2010-08
507000,2010-05-05 14:09:00,888.85,2010-05
535018,2010-11-24 16:16:00,888.47,2010-11
529146,2010-10-26 15:48:00,888.36,2010-10
523062,2010-09-20 12:02:00,887.80,2010-09
517665,2010-07-30 14:39:00,887.68,2010-07
498776,2010-02-23 10:25:00,887.40,2010-02
505525,2010-04-22 17:01:00,887.40,2010-04
534505,2010-11-23 11:39:00,887.40,2010-11
504232,2010-04-12 13:01:00,886.18,2010-04
528852,2010-10-25 10:41:00,885.97,2010-10
527908,2010-10-19 12:48:00,885.93,2010-10
506249,2010-04-28 13:26:00,885.54,2010-04
502613,2010-03-25 14:22:00,885.14,2010-03
523297,2010-09-21 12:30:00,885.00,2010-09
523359,2010-09-21 17:29:00,885.00,2010-09
529600,2010-10-29 09:43:00,884.35,2010-10
505973,2010-04-26 17:16:00,884.22,2010-04
517354,2010-07-28 14:54:00,884.08,2010-07
519246,2010-08-15 14:34:00,884.06,2010-08
535269,2010-11-25 13:38:00,883.81,2010-11
533466,2010-11-17 12:20:00,883.54,2010-11
528640,2010-10-24 11:47:00,883.49,2010-10
519517,2010-08-18 09:45:00,883.42,2010-08
530718,2010-11-04 11:38:00,882.96,2010-11
510164,2010-05-27 13:58:00,882.60,2010-05
497906,2010-02-14 13:26:00,881.86,2010-02
523285,2010-09-21 12:06:00,881.60,2010-09
498759,2010-02-22 16:58:00,881.52,2010-02
504909,2010-04-19 08:57:00,881.48,2010-04
512591,2010-06-16 16:24:00,881.40,2010-06
520697,2010-08-29 11:03:00,881.34,2010-08
517351,2010-07-28 14:43:00,881.23,2010-07
494143,2010-01-11 14:04:00,881.20,2010-01
524203,2010-09-28 10:02:00,881.10,2010-09
534869,2010-11-24 14:29:00,880.80,2010-11
525081,2010-10-03 15:41:00,880.70,2010-10
493399,2009-12-23 14:35:00,879.72,2009-12
529080,2010-10-26 13:07:00,879.64,2010-10
501256,2010-03-15 12:45:00,879.60,2010-03
511483,2010-06-08 14:05:00,878.14,2010-06
528146,2010-10-20 16:01:00,877.70,2010-10
502301,2010-03-24 09:26:00,877.18,2010-03
509974,2010-05-26 13:38:00,877.14,2010-05
522041,2010-09-10 12:32:00,876.54,2010-09
526168,2010-10-10 10:43:00,876.41,2010-10
533316,2010-11-16 17:21:00,876.36,2010-11
523661,2010-09-23 14:06:00,876.01,2010-09
535243,2010-11-25 12:36:00,876.00,2010-11
533374,2010-11-17 10:34:00,875.81,2010-11
526204,2010-10-10 13:23:00,875.59,2010-10
516116,2010-07-16 14:23:00,875.45,2010-07
520874,2010-08-31 15:06:00,874.89,2010-08
503833,2010-04-07 16:11:00,874.84,2010-04
503835,2010-04-07 16:16:00,874.84,2010-04
503836,2010-04-07 16:17:00,874.84,2010-04
505227,2010-04-21 10:33:00,874.84,2010-04
505229,2010-04-21 10:34:00,874.84,2010-04
529351,2010-10-28 09:29:00,874.36,2010-10
491212,2009-12-10 14:28:00,873.61,2009-12
491144,2009-12-09 17:10:00,873.48,2009-12
496024,2010-01-28 14:06:00,873.44,2010-01
518752,2010-08-11 12:39:00,873.35,2010-08
499494,2010-02-28 14:12:00,873.12,2010-02
501907,2010-03-21 16:13:00,872.94,2010-03
520193,2010-08-24 14:47:00,872.90,2010-08
512125,2010-06-13 16:03:00,872.60,2010-06
525952,2010-10-07 19:03:00,872.58,2010-10
523009,2010-09-20 10:01:00,872.48,2010-09
520968,2010-09-01 12:21:00,871.88,2010-09
529608,2010-10-29 10:28:00,871.80,2010-10
535472,2010-11-26 13:50:00,871.58,2010-11
535990,2010-11-29 13:27:00,871.20,2010-11
492051,2009-12-15 12:43:00,870.84,2009-12
510171,2010-05-27 14:35:00,870.78,2010-05
490796,2009-12-08 11:44:00,870.63,2009-12
516963,2010-07-26 09:07:00,870.42,2010-07
511269,2010-06-07 13:02:00,870.30,2010-06
530272,2010-11-02 11:52:00,870.30,2010-11
490394,2009-12-05 16:01:00,870.28,2009-12
502723,2010-03-26 11:23:00,870.00,2010-03
490100,2009-12-03 16:21:00,869.93,2009-12
496204,2010-01-29 12:42:00,869.88,2010-01
498261,2010-02-17 14:47:00,869.82,2010-02
514220,2010-07-01 09:36:00,869.68,2010-07
499234,2010-02-25 12:37:00,869.56,2010-02
518427,2010-08-09 10:27:00,869.28,2010-08
502192,2010-03-23 11:48:00,869.27,2010-03
536205,2010-11-30 13:18:00,869.18,2010-11
524097,2010-09-27 12:16:00,868.50,2010-09
524937,2010-10-01 11:59:00,868.33,2010-10
507005,2010-05-05 14:21:00,868.32,2010-05
520484,2010-08-26 11:43:00,868.14,2010-08
490320,2009-12-04 15:26:00,867.89,2009-12
502588,2010-03-25 12:43:00,867.04,2010-03
519713,2010-08-19 15:36:00,867.00,2010-08
497916,2010-02-14 14:54:00,866.99,2010-02
524012,2010-09-27 09:48:00,866.96,2010-09
520076,2010-08-24 09:44:00,866.80,2010-08
529627,2010-10-29 12:07:00,866.65,2010-10
523344,2010-09-21 15:51:00,866.56,2010-09
530515,2010-11-03 12:24:00,866.38,2010-11
501007,2010-03-11 14:51:00,865.45,2010-03
519586,2010-08-18 13:58:00,864.91,2010-08
491422,2009-12-10 19:35:00,864.89,2009-12
503547,2010-04-01 14:52:00,864.80,2010-04
507649,2010-05-10 15:52:00,864.59,2010-05
514563,2010-07-05 11:48:00,864.03,2010-07
501480,2010-03-17 10:10:00,864.00,2010-03
534395,2010-11-22 13:12:00,864.00,2010-11
513589,2010-06-27 10:48:00,863.91,2010-06
504478,2010-04-14 10:13:00,863.64,2010-04
531354,2010-11-07 13:50:00,863.42,2010-11
505051,2010-04-19 14:39:00,863.20,2010-04
532817,2010-11-14 16:16:00,862.17,2010-11
523289,2010-09-21 12:17:00,862.00,2010-09
502877,2010-03-29 10:26:00,861.60,2010-03
534378,2010-11-22 12:33:00,861.41,2010-11
521162,2010-09-02 14:22:00,861.30,2010-09
494473,2010-01-14 14:53:00,859.27,2010-01
489560,2009-12-01 12:56:00,859.10,2009-12
494108,2010-01-11 12:29:00,858.27,2010-01
494479,2010-01-14 15:47:00,858.25,2010-01
500583,2010-03-09 09:49:00,858.08,2010-03
522410,2010-09-14 11:36:00,858.00,2010-09
522415,2010-09-14 12:06:00,857.80,2010-09
525524,2010-10-05 17:55:00,856.84,2010-10
491692,2009-12-13 13:21:00,856.78,2009-12
525750,2010-10-07 09:53:00,856.64,2010-10
505978,2010-04-27 09:03:00,856.44,2010-04
504140,2010-04-11 12:45:00,856.23,2010-04
508245,2010-05-14 09:17:00,856.20,2010-05
525355,2010-10-05 11:32:00,856.06,2010-10
523354,2010-09-21 16:44:00,856.01,2010-09
494480,2010-01-14 16:16:00,855.90,2010-01
536370,2010-12-01 08:45:00,855.86,2010-12
492269,2009-12-16 11:23:00,855.45,2009-12
507064,2010-05-06 10:30:00,855.38,2010-05
503868,2010-04-08 11:18:00,855.35,2010-04
514508,2010-07-04 13:07:00,854.88,2010-07
495908,2010-01-27 12:44:00,854.80,2010-01
493800,2010-01-07 11:16:00,854.72,2010-01
518392,2010-08-08 12:28:00,854.67,2010-08
494280,2010-01-13 10:43:00,854.35,2010-01
533818,2010-11-19 09:18:00,853.86,2010-11
506831,2010-05-04 13:31:00,853.35,2010-05
501926,2010-03-22 10:43:00,851.96,2010-03
511855,2010-06-11 08:25:00,851.93,2010-06
493265,2009-12-22 15:05:00,851.91,2009-12
490094,2009-12-03 15:56:00,851.76,2009-12
532151,2010-11-11 12:11:00,851.76,2010-11
523994,2010-09-26 15:07:00,851.65,2010-09
512024,2010-06-11 16:06:00,851.60,2010-06
512029,2010-06-11 16:08:00,851.60,2010-06
501272,2010-03-15 13:34:00,851.16,2010-03
491826,2009-12-14 14:12:00,850.83,2009-12
498853,2010-02-23 12:08:00,850.00,2010-02
533162,2010-11-16 14:29:00,850.00,2010-11
491612,2009-12-11 13:49:00,849.94,2009-12
526913,2010-10-13 16:09:00,849.90,2010-10
496592,2010-02-02 14:51:00,849.86,2010-02
536241,2010-11-30 14:35:00,849.75,2010-11
532048,2010-11-10 14:11:00,849.72,2010-11
511520,2010-06-08 16:39:00,849.45,2010-06
511525,2010-06-08 16:53:00,849.45,2010-06
509440,2010-05-23 15:43:00,849.43,2010-05
538008,2010-12-09 12:17:00,849.20,2010-12
533080,2010-11-16 09:28:00,849.07,2010-11
522720,2010-09-16 12:20:00,848.79,2010-09
493706,2010-01-05 14:32:00,848.75,2010-01
500502,2010-03-08 13:37:00,848.70,2010-03
502954,2010-03-29 14:47:00,848.68,2010-03
501010,2010-03-11 15:33:00,848.03,2010-03
518789,2010-08-12 09:17:00,847.04,2010-08
492004,2009-12-15 11:25:00,847.00,2009-12
527413,2010-10-17 15:13:00,846.89,2010-10
496058,2010-01-28 15:17:00,846.81,2010-01
515588,2010-07-13 13:11:00,846.77,2010-07
495020,2010-01-20 13:24:00,846.46,2010-01
514483,2010-07-02 14:39:00,846.22,2010-07
518418,2010-08-09 08:26:00,845.17,2010-08
535998,2010-11-29 13:59:00,845.06,2010-11
513344,2010-06-24 10:34:00,845.00,2010-06
525421,2010-10-05 12:52:00,845.00,2010-10
491321,2009-12-10 15:36:00,844.45,2009-12
491092,2009-12-09 13:44:00,844.12,2009-12
490304,2009-12-04 14:35:00,843.01,2009-12
496047,2010-01-28 14:31:00,842.82,2010-01
505363,2010-04-21 15:42:00,842.45,2010-04
536437,2010-12-01 12:12:00,842.12,2010-12
534222,2010-11-22 08:09:00,842.00,2010-11
536946,2010-12-03 12:28:00,841.94,2010-12
504712,2010-04-16 10:01:00,841.62,2010-04
529084,2010-10-26 13:15:00,841.50,2010-10
507028,2010-05-05 14:51:00,841.17,2010-05
506388,2010-04-29 12:51:00,840.67,2010-04
516954,2010-07-25 15:40:00,840.55,2010-07
529611,2010-10-29 10:39:00,840.41,2010-10
505536,2010-04-22 17:49:00,840.00,2010-04
532756,2010-11-14 13:39:00,839.36,2010-11
515530,2010-07-13 12:07:00,838.90,2010-07
535794,2010-11-28 14:33:00,838.86,2010-11
494780,2010-01-18 12:59:00,838.75,2010-01
513990,2010-06-30 08:34:00,838.74,2010-06
506226,2010-04-28 12:01:00,838.69,2010-04
535953,2010-11-29 12:13:00,838.36,2010-11
498433,2010-02-18 17:50:00,838.15,2010-02
525112,2010-10-04 11:16:00,837.78,2010-10
533573,2010-11-18 10:45:00,837.62,2010-11
523660,2010-09-23 14:00:00,837.43,2010-09
513498,2010-06-25 10:22:00,837.31,2010-06
523893,2010-09-24 14:56:00,837.26,2010-09
507687,2010-05-11 09:55:00,837.11,2010-05
520746,2010-08-31 10:52:00,837.07,2010-08
513960,2010-06-29 15:04:00,836.75,2010-06
507417,2010-05-09 14:35:00,836.56,2010-05
534049,2010-11-19 17:21:00,836.08,2010-11
526169,2010-10-10 10:47:00,835.86,2010-10
495030,2010-01-20 14:04:00,835.45,2010-01
529161,2010-10-26 17:23:00,834.89,2010-10
524953,2010-10-01 13:09:00,834.44,2010-10
511803,2010-06-10 15:22:00,834.25,2010-06
494161,2010-01-11 17:13:00,833.94,2010-01
525840,2010-10-07 12:39:00,833.53,2010-10
495072,2010-01-21 08:22:00,833.52,2010-01
519785,2010-08-20 11:57:00,833.48,2010-08
533741,2010-11-18 14:07:00,833.33,2010-11
502673,2010-03-26 09:46:00,833.20,2010-03
514841,2010-07-06 15:05:00,832.90,2010-07
538005,2010-12-09 12:12:00,832.80,2010-12
496947,2010-02-04 18:16:00,832.48,2010-02
525860,2010-10-07 13:19:00,832.30,2010-10
516629,2010-07-22 10:09:00,832.28,2010-07
511968,2010-06-11 13:44:00,832.00,2010-06
524018,2010-09-27 10:23:00,831.44,2010-09
531825,2010-11-09 17:41:00,831.36,2010-11
514330,2010-07-01 14:28:00,831.10,2010-07
490052,2009-12-03 13:09:00,831.00,2009-12
501176,2010-03-15 11:00:00,830.87,2010-03
531760,2010-11-09 13:36:00,830.80,2010-11
527340,2010-10-15 15:36:00,830.12,2010-10
517860,2010-08-02 14:03:00,829.35,2010-08
514823,2010-07-06 12:19:00,829.25,2010-07
512544,2010-06-16 13:20:00,829.20,2010-06
522863,2010-09-17 11:37:00,829.20,2010-09
530785,2010-11-04 12:09:00,829.18,2010-11
502491,2010-03-25 10:20:00,828.80,2010-03
489658,2009-12-01 17:31:00,828.09,2009-12
518386,2010-08-08 12:11:00,828.06,2010-08
522501,2010-09-15 11:07:00,827.88,2010-09
516773,2010-07-22 18:54:00,827.65,2010-07
514305,2010-07-01 12:51:00,827.60,2010-07
502853,2010-03-28 14:47:00,826.87,2010-03
534751,2010-11-24 09:55:00,826.81,2010-11
498642,2010-02-22 11:13:00,826.15,2010-02
490161,2009-12-04 10:57:00,825.94,2009-12
533134,2010-11-16 12:51:00,825.94,2010-11
492251,2009-12-16 10:51:00,825.32,2009-12
534754,2010-11-24 10:02:00,825.08,2010-11
515341,2010-07-12 09:04:00,825.00,2010-07
536736,2010-12-02 12:59:00,824.88,2010-12
524526,2010-09-29 13:17:00,824.86,2010-09
526935,2010-10-14 09:50:00,824.70,2010-10
516485,2010-07-21 09:46:00,824.49,2010-07
501836,2010-03-19 17:03:00,824.40,2010-03
489814,2009-12-02 13:06:00,824.18,2009-12
492169,2009-12-15 14:46:00,823.81,2009-12
520744,2010-08-31 10:47:00,823.80,2010-08
510148,2010-05-27 12:50:00,823.51,2010-05
503804,2010-04-07 14:04:00,823.40,2010-04
504427,2010-04-13 13:21:00,823.39,2010-04
495919,2010-01-27 13:29:00,823.15,2010-01
489514,2009-12-01 11:21:00,823.02,2009-12
522963,2010-09-19 12:40:00,822.93,2010-09
489598,2009-12-01 14:35:00,822.37,2009-12
524957,2010-10-01 13:27:00,821.84,2010-10
507620,2010-05-10 14:19:00,821.60,2010-05
532055,2010-11-10 14:26:00,821.06,2010-11
531251,2010-11-07 11:06:00,819.75,2010-11
527279,2010-10-15 13:33:00,819.55,2010-10
503609,2010-04-06 10:21:00,819.42,2010-04
503609,2010-04-06 10:22:00,819.42,2010-04
506361,2010-04-29 12:04:00,819.35,2010-04
531568,2010-11-09 10:31:00,819.35,2010-11
501281,2010-03-15 14:15:00,819.24,2010-03
526226,2010-10-10 15:07:00,819.00,2010-10
533290,2010-11-16 15:46:00,818.89,2010-11
506981,2010-05-05 13:14:00,818.55,2010-05
501523,2010-03-17 12:14:00,818.29,2010-03
496463,2010-02-01 14:52:00,818.19,2010-02
496467,2010-02-01 15:17:00,818.19,2010-02
495546,2010-01-25 15:54:00,818.01,2010-01
531467,2010-11-08 13:57:00,817.68,2010-11
490458,2009-12-06 11:57:00,817.44,2009-12
526487,2010-10-12 08:26:00,817.30,2010-10
503430,2010-04-01 07:49:00,817.25,2010-04
523326,2010-09-21 14:12:00,817.10,2010-09
527115,2010-10-14 17:51:00,816.97,2010-10
526928,2010-10-14 09:09:00,816.84,2010-10
528478,2010-10-22 12:03:00,816.80,2010-10
514809,2010-07-06 11:44:00,816.60,2010-07
535836,2010-11-29 09:55:00,816.47,2010-11
536066,2010-11-30 10:47:00,816.33,2010-11
502760,2010-03-26 13:47:00,816.00,2010-03
503851,2010-04-08 09:44:00,816.00,2010-04
528055,2010-10-20 11:48:00,815.88,2010-10
499960,2010-03-03 12:54:00,815.79,2010-03
500010,2010-03-04 10:06:00,815.32,2010-03
536001,2010-11-29 14:21:00,814.20,2010-11
506112,2010-04-27 13:45:00,813.60,2010-04
533459,2010-11-17 12:04:00,813.50,2010-11
534403,2010-11-22 13:59:00,813.14,2010-11
506114,2010-04-27 13:48:00,812.45,2010-04
495236,2010-01-22 09:43:00,812.44,2010-01
521642,2010-09-07 13:04:00,812.13,2010-09
517513,2010-07-29 13:28:00,811.91,2010-07
491570,2009-12-11 12:51:00,811.76,2009-12
521169,2010-09-02 15:09:00,811.38,2010-09
509636,2010-05-25 10:39:00,810.86,2010-05
526385,2010-10-11 12:36:00,810.00,2010-10
528405,2010-10-22 09:06:00,809.79,2010-10
531773,2010-11-09 14:38:00,809.71,2010-11
492518,2009-12-17 12:01:00,809.62,2009-12
531985,2010-11-10 12:32:00,809.58,2010-11
524730,2010-09-30 14:25:00,809.44,2010-09
526230,2010-10-10 15:27:00,808.46,2010-10
496062,2010-01-28 15:43:00,808.15,2010-01
490563,2009-12-07 10:41:00,808.12,2009-12
534321,2010-11-22 11:37:00,807.85,2010-11
501133,2010-03-14 10:10:00,807.22,2010-03
501303,2010-03-15 17:12:00,807.20,2010-03
524613,2010-09-30 09:39:00,807.15,2010-09
500172,2010-03-05 10:12:00,807.12,2010-03
522988,2010-09-19 14:55:00,807.02,2010-09
527139,2010-10-15 10:16:00,806.46,2010-10
518896,2010-08-12 13:38:00,806.40,2010-08
537179,2010-12-05 13:29:00,806.28,2010-12
514165,2010-06-30 15:35:00,806.06,2010-06
513203,2010-06-23 08:14:00,806.01,2010-06
520517,2010-08-26 13:55:00,805.88,2010-08
512930,2010-06-20 12:09:00,805.74,2010-06
524267,2010-09-28 11:44:00,805.68,2010-09
527277,2010-10-15 13:21:00,805.38,2010-10
525702,2010-10-06 12:59:00,805.20,2010-10
531366,2010-11-07 14:52:00,804.95,2010-11
492757,2009-12-18 14:08:00,804.94,2009-12
532801,2010-11-14 14:54:00,804.81,2010-11
507029,2010-05-05 14:52:00,804.76,2010-05
518396,2010-08-08 12:43:00,804.74,2010-08
521269,2010-09-03 11:31:00,804.60,2010-09
535421,2010-11-26 11:50:00,804.33,2010-11
533292,2010-11-16 15:57:00,804.10,2010-11
533588,2010-11-18 11:55:00,804.00,2010-11
494148,2010-01-11 14:45:00,803.76,2010-01
492650,2009-12-17 17:43:00,803.25,2009-12
526871,2010-10-13 14:03:00,803.12,2010-10
519477,2010-08-17 12:44:00,802.13,2010-08
516019,2010-07-16 10:22:00,801.98,2010-07
499231,2010-02-25 12:18:00,801.82,2010-02
528609,2010-10-22 15:42:00,801.66,2010-10
505356,2010-04-21 15:08:00,801.47,2010-04
492950,2009-12-21 14:52:00,801.43,2009-12
492224,2009-12-15 18:22:00,801.30,2009-12
529835,2010-10-31 12:34:00,801.10,2010-10
505066,2010-04-19 16:48:00,800.98,2010-04
512056,2010-06-13 10:35:00,800.86,2010-06
533763,2010-11-18 14:55:00,800.10,2010-11
511993,2010-06-11 15:22:00,800.00,2010-06
517934,2010-08-03 10:52:00,800.00,2010-08
518777,2010-08-11 15:56:00,800.00,2010-08
493326,2009-12-23 09:20:00,799.92,2009-12
516788,2010-07-23 10:00:00,799.86,2010-07
530288,2010-11-02 12:16:00,799.42,2010-11
536560,2010-12-01 15:00:00,799.40,2010-12
507414,2010-05-09 14:14:00,799.36,2010-05
492592,2009-12-17 15:41:00,799.30,2009-12
490086,2009-12-03 15:48:00,799.20,2009-12
502747,2010-03-26 13:03:00,798.55,2010-03
493435,2010-01-04 12:57:00,797.65,2010-01
518230,2010-08-05 15:14:00,797.62,2010-08
506285,2010-04-28 16:49:00,797.16,2010-04
522824,2010-09-17 09:52:00,797.14,2010-09
521577,2010-09-07 12:30:00,796.86,2010-09
505985,2010-04-27 09:41:00,796.68,2010-04
506954,2010-05-05 11:43:00,796.60,2010-05
490376,2009-12-05 13:12:00,796.55,2009-12
499520,2010-03-01 10:07:00,796.40,2010-03
529766,2010-10-29 15:04:00,796.39,2010-10
489679,2009-12-02 10:00:00,795.98,2009-12
496073,2010-01-28 17:13:00,795.68,2010-01
501103,2010-03-12 13:07:00,795.50,2010-03
523868,2010-09-24 12:48:00,794.59,2010-09
515909,2010-07-15 13:16:00,794.22,2010-07
520860,2010-08-31 13:57:00,794.08,2010-08
496443,2010-02-01 13:45:00,793.92,2010-02
490899,2009-12-08 13:04:00,792.84,2009-12
519249,2010-08-15 15:01:00,792.66,2010-08
533965,2010-11-19 13:06:00,792.49,2010-11
519407,2010-08-17 09:47:00,792.48,2010-08
491406,2009-12-10 18:27:00,792.02,2009-12
505538,2010-04-22 17:53:00,791.99,2010-04
536957,2010-12-03 12:43:00,791.70,2010-12
518133,2010-08-04 14:50:00,791.40,2010-08
527096,2010-10-14 16:26:00,791.22,2010-10
528949,2010-10-25 16:08:00,791.18,2010-10
510232,2010-05-28 09:40:00,791.05,2010-05
530062,2010-11-01 11:38:00,791.04,2010-11
533973,2010-11-19 13:21:00,791.01,2010-11
519622,2010-08-19 09:43:00,790.98,2010-08
525401,2010-10-05 11:52:00,790.79,2010-10
529598,2010-10-29 09:36:00,790.41,2010-10
507728,2010-05-11 12:04:00,790.38,2010-05
503782,2010-04-07 11:59:00,789.75,2010-04
525066,2010-10-03 14:32:00,789.23,2010-10
508472,2010-05-16 11:35:00,788.63,2010-05
508972,2010-05-19 11:39:00,788.61,2010-05
514389,2010-07-02 11:51:00,788.40,2010-07
516464,2010-07-20 14:27:00,788.40,2010-07
521314,2010-09-03 11:59:00,788.40,2010-09
526242,2010-10-11 09:18:00,787.79,2010-10
536542,2010-12-01 14:11:00,787.40,2010-12
495317,2010-01-22 15:04:00,787.35,2010-01
512538,2010-06-16 12:45:00,787.17,2010-06
523867,2010-09-24 12:43:00,786.88,2010-09
518757,2010-08-11 13:07:00,786.76,2010-08
532146,2010-11-11 11:55:00,786.70,2010-11
533896,2010-11-19 11:48:00,786.08,2010-11
491210,2009-12-10 14:20:00,785.62,2009-12
506834,2010-05-04 13:43:00,785.52,2010-05
533423,2010-11-17 11:19:00,785.39,2010-11
516891,2010-07-23 15:05:00,785.33,2010-07
503808,2010-04-07 14:14:00,785.26,2010-04
516951,2010-07-25 15:38:00,784.85,2010-07
520508,2010-08-26 13:00:00,784.52,2010-08
537378,2010-12-06 13:06:00,784.15,2010-12
526407,2010-10-11 13:56:00,783.90,2010-10
521115,2010-09-02 11:30:00,783.84,2010-09
