invoiceno,invoicedate_ts,ordertotal
496008,2010-01-28 12:36:00,1034.67
506715,2010-05-02 15:48:00,1034.66
510422,2010-05-30 11:49:00,1033.69
528474,2010-10-22 11:45:00,1033.60
498903,2010-02-23 14:16:00,1033.55
537463,2010-12-07 10:08:00,1033.52
504451,2010-04-13 15:01:00,1033.50
519887,2010-08-22 12:03:00,1032.29
507041,2010-05-05 16:24:00,1031.90
535937,2010-11-29 11:45:00,1031.88
502844,2010-03-28 13:38:00,1031.37
504730,2010-04-16 11:21:00,1031.30
529841,2010-10-31 12:41:00,1029.29
531114,2010-11-05 12:42:00,1028.58
523592,2010-09-23 10:09:00,1027.04
496334,2010-01-31 14:37:00,1026.38
495945,2010-01-27 16:23:00,1025.87
495508,2010-01-25 13:46:00,1025.46
508082,2010-05-12 16:43:00,1024.80
536394,2010-12-01 10:39:00,1024.68
526936,2010-10-14 10:00:00,1024.32
517714,2010-08-01 11:22:00,1024.01
507359,2010-05-07 15:33:00,1023.74
496502,2010-02-02 09:39:00,1023.60
528616,2010-10-22 17:01:00,1023.50
520568,2010-08-26 18:32:00,1022.66
499033,2010-02-24 12:51:00,1022.60
492117,2009-12-15 14:10:00,1021.53
517116,2010-07-27 08:09:00,1021.52
537154,2010-12-05 13:05:00,1021.45
501922,2010-03-22 10:26:00,1021.37
510002,2010-05-26 15:09:00,1021.20
535879,2010-11-29 10:56:00,1021.08
505019,2010-04-19 14:09:00,1021.04
493434,2010-01-04 12:54:00,1021.02
502393,2010-03-24 11:49:00,1020.48
490763,2009-12-08 10:24:00,1020.00
495880,2010-01-27 11:40:00,1020.00
513973,2010-06-29 16:28:00,1020.00
519267,2010-08-16 09:54:00,1020.00
501039,2010-03-12 09:26:00,1019.31
495359,2010-01-24 11:58:00,1018.98
505354,2010-04-21 15:04:00,1018.66
535437,2010-11-26 12:44:00,1018.56
525714,2010-10-06 14:24:00,1018.50
525020,2010-10-03 11:53:00,1018.36
502839,2010-03-28 13:10:00,1017.96
503790,2010-04-07 12:45:00,1017.60
522591,2010-09-15 12:53:00,1017.47
502245,2010-03-23 13:40:00,1017.43
530912,2010-11-04 15:58:00,1016.45
523887,2010-09-24 14:12:00,1016.05
503783,2010-04-07 12:07:00,1015.48
491698,2009-12-13 13:31:00,1014.54
522631,2010-09-16 09:07:00,1014.18
523194,2010-09-21 08:12:00,1013.58
529093,2010-10-26 13:39:00,1013.15
508525,2010-05-17 10:28:00,1012.96
500861,2010-03-10 12:45:00,1012.40
526085,2010-10-08 12:06:00,1012.15
523448,2010-09-22 11:19:00,1011.86
492738,2009-12-18 12:23:00,1010.55
497948,2010-02-15 12:05:00,1009.94
502499,2010-03-25 11:07:00,1009.67
506840,2010-05-04 13:59:00,1008.95
533547,2010-11-17 16:48:00,1008.86
489831,2009-12-02 13:58:00,1008.00
490010,2009-12-03 12:15:00,1008.00
503612,2010-04-06 10:47:00,1008.00
505843,2010-04-26 11:57:00,1007.79
493969,2010-01-08 17:09:00,1007.78
491056,2009-12-09 11:01:00,1007.74
506295,2010-04-29 10:17:00,1007.08
498921,2010-02-24 09:24:00,1006.29
522315,2010-09-13 15:14:00,1004.88
527297,2010-10-15 14:11:00,1004.82
509743,2010-05-25 13:21:00,1004.70
510173,2010-05-27 14:40:00,1004.37
489866,2009-12-02 15:04:00,1003.83
531910,2010-11-10 12:06:00,1003.61
531343,2010-11-07 13:08:00,1003.59
536809,2010-12-02 16:48:00,1003.20
517001,2010-07-26 11:28:00,1003.08
505707,2010-04-25 12:11:00,1002.95
531763,2010-11-09 13:50:00,1002.88
512335,2010-06-15 11:46:00,1002.26
534752,2010-11-24 09:55:00,1001.60
523307,2010-09-21 12:56:00,1001.47
509765,2010-05-25 15:30:00,1000.70
530420,2010-11-03 09:16:00,1000.65
512002,2010-06-11 15:54:00,1000.63
505236,2010-04-21 10:58:00,1000.50
522169,2010-09-13 11:28:00,1000.08
509037,2010-05-20 09:39:00,1000.00
497354,2010-02-08 16:53:00,998.40
513732,2010-06-28 12:04:00,998.27
513494,2010-06-25 10:10:00,998.09
530590,2010-11-03 14:57:00,997.61
507521,2010-05-10 12:16:00,996.90
489446,2009-12-01 10:06:00,996.10
516922,2010-07-25 11:46:00,995.66
524094,2010-09-27 12:06:00,995.50
498696,2010-02-22 12:05:00,995.21
517978,2010-08-03 14:38:00,993.75
522250,2010-09-13 12:23:00,993.49
489914,2009-12-03 10:28:00,993.00
512911,2010-06-18 14:56:00,992.80
524092,2010-09-27 11:57:00,992.73
525966,2010-10-08 09:58:00,992.67
503959,2010-04-08 16:49:00,992.64
527494,2010-10-18 12:04:00,992.45
506781,2010-05-04 12:16:00,992.04
499921,2010-03-03 12:21:00,991.62
513596,2010-06-27 11:15:00,991.08
490653,2009-12-07 12:25:00,990.48
519242,2010-08-15 14:12:00,990.48
535319,2010-11-25 15:02:00,990.37
522109,2010-09-12 14:58:00,990.20
526757,2010-10-13 10:31:00,990.18
490327,2009-12-04 15:29:00,990.00
514525,2010-07-05 09:45:00,990.00
515487,2010-07-13 10:39:00,990.00
505056,2010-04-19 14:59:00,989.63
523946,2010-09-26 11:23:00,989.63
513270,2010-06-23 12:31:00,989.30
490145,2009-12-04 09:27:00,989.18
526404,2010-10-11 13:49:00,988.36
497499,2010-02-10 10:36:00,988.04
501925,2010-03-22 10:33:00,988.04
497201,2010-02-07 11:37:00,987.64
498569,2010-02-21 12:50:00,986.80
501132,2010-03-12 17:07:00,986.75
499237,2010-02-25 13:19:00,986.64
517893,2010-08-03 09:00:00,986.21
501386,2010-03-16 11:14:00,985.44
535037,2010-11-24 16:41:00,985.20
518749,2010-08-11 12:20:00,985.10
509738,2010-05-25 12:42:00,984.65
512419,2010-06-15 14:00:00,984.31
519687,2010-08-19 13:04:00,984.22
517509,2010-07-29 13:13:00,984.20
525981,2010-10-08 11:02:00,984.15
527928,2010-10-19 13:28:00,983.80
522620,2010-09-15 15:14:00,983.47
495340,2010-01-22 17:31:00,982.83
535274,2010-11-25 13:51:00,982.33
497027,2010-02-05 13:17:00,982.26
510078,2010-05-27 11:22:00,981.70
522814,2010-09-16 18:24:00,981.00
493708,2010-01-05 15:29:00,980.63
522943,2010-09-17 15:51:00,980.25
512434,2010-06-15 15:34:00,979.60
521982,2010-09-10 09:49:00,979.20
521406,2010-09-06 10:42:00,979.00
506684,2010-05-02 11:32:00,978.68
506871,2010-05-04 15:48:00,978.38
510777,2010-06-03 14:57:00,978.24
531960,2010-11-10 12:21:00,978.23
505568,2010-04-23 11:12:00,978.21
519738,2010-08-20 09:28:00,978.11
511325,2010-06-08 08:50:00,977.86
516267,2010-07-19 12:17:00,977.58
517218,2010-07-27 12:22:00,977.21
489890,2009-12-02 16:53:00,976.80
503226,2010-03-30 16:40:00,976.08
498548,2010-02-19 17:40:00,976.01
494478,2010-01-14 15:41:00,975.76
524723,2010-09-30 13:57:00,975.50
513674,2010-06-28 11:39:00,975.33
494042,2010-01-11 11:57:00,975.11
492830,2009-12-20 15:38:00,975.06
494639,2010-01-17 11:30:00,975.00
501485,2010-03-17 10:34:00,975.00
518405,2010-08-08 14:11:00,974.90
522600,2010-09-15 13:34:00,974.40
493667,2010-01-05 12:13:00,974.39
496308,2010-01-31 11:54:00,973.82
522651,2010-09-16 10:51:00,973.69
527123,2010-10-14 19:39:00,973.68
510649,2010-06-02 13:23:00,973.40
505508,2010-04-22 14:29:00,972.54
494915,2010-01-19 17:12:00,972.44
515329,2010-07-11 13:34:00,972.24
523922,2010-09-24 16:24:00,972.11
501257,2010-03-15 12:46:00,972.00
511791,2010-06-10 13:59:00,971.26
533966,2010-11-19 13:07:00,971.15
511672,2010-06-09 14:43:00,970.20
505453,2010-04-22 11:33:00,969.69
492241,2009-12-16 09:17:00,969.66
516164,2010-07-18 12:19:00,969.35
534704,2010-11-23 16:30:00,969.16
498213,2010-02-17 13:16:00,968.78
510412,2010-05-30 10:40:00,968.60
506577,2010-04-30 13:45:00,968.53
523508,2010-09-22 12:13:00,968.27
522703,2010-09-16 11:30:00,968.25
519217,2010-08-15 11:51:00,967.94
505077,2010-04-20 09:32:00,967.72
495805,2010-01-26 17:51:00,966.77
490953,2009-12-08 14:56:00,966.66
508615,2010-05-17 13:22:00,966.57
491125,2009-12-09 15:28:00,966.24
508640,2010-05-17 15:14:00,966.00
527420,2010-10-17 15:50:00,965.86
527423,2010-10-17 16:06:00,965.85
496829,2010-02-04 10:56:00,965.78
516601,2010-07-21 14:08:00,965.68
511488,2010-06-08 14:22:00,965.04
501558,2010-03-17 16:35:00,964.51
522917,2010-09-17 14:10:00,964.21
518787,2010-08-12 08:54:00,964.12
524938,2010-10-01 12:00:00,963.36
512247,2010-06-14 12:41:00,963.01
498047,2010-02-16 10:45:00,962.99
532421,2010-11-12 09:39:00,962.97
535615,2010-11-26 17:00:00,962.02
517275,2010-07-28 10:21:00,960.41
536358,2010-11-30 17:58:00,960.14
492185,2009-12-15 15:48:00,960.00
529628,2010-10-29 12:09:00,960.00
501715,2010-03-19 10:23:00,959.70
506741,2010-05-04 10:43:00,958.89
521250,2010-09-03 11:25:00,958.88
520539,2010-08-26 16:00:00,957.98
537476,2010-12-07 11:26:00,957.50
509408,2010-05-23 11:46:00,957.43
504884,2010-04-18 13:27:00,957.32
512295,2010-06-14 15:11:00,957.22
507396,2010-05-09 13:00:00,956.93
505883,2010-04-26 13:53:00,956.90
524618,2010-09-30 10:29:00,956.60
537881,2010-12-09 09:23:00,956.50
524524,2010-09-29 13:14:00,955.90
524388,2010-09-28 18:11:00,955.51
500118,2010-03-04 13:39:00,955.50
529197,2010-10-27 09:18:00,955.20
512748,2010-06-17 14:56:00,955.06
494395,2010-01-14 10:35:00,953.50
516494,2010-07-21 10:42:00,953.19
490067,2009-12-03 14:02:00,952.61
506963,2010-05-05 12:30:00,952.41
518333,2010-08-06 12:41:00,952.10
531372,2010-11-07 15:34:00,951.82
507245,2010-05-07 10:44:00,951.00
495362,2010-01-24 12:12:00,950.72
490459,2009-12-06 11:58:00,950.69
498728,2010-02-22 15:39:00,950.49
506244,2010-04-28 13:18:00,950.31
536531,2010-12-01 13:23:00,950.09
492644,2009-12-17 17:16:00,950.04
491734,2009-12-14 10:24:00,950.00
535831,2010-11-29 09:38:00,949.82
518649,2010-08-10 13:01:00,949.62
509751,2010-05-25 14:09:00,949.56
526426,2010-10-11 15:08:00,949.24
526194,2010-10-10 12:48:00,948.93
507158,2010-05-06 13:45:00,948.13
507422,2010-05-09 15:18:00,947.67
525439,2010-10-05 13:33:00,946.32
521813,2010-09-08 15:06:00,946.18
507660,2010-05-10 16:44:00,945.75
491183,2009-12-10 12:10:00,945.58
538009,2010-12-09 12:17:00,945.55
509850,2010-05-26 09:00:00,945.00
513943,2010-06-29 13:13:00,944.08
523996,2010-09-26 15:24:00,944.04
509187,2010-05-20 17:00:00,943.97
509196,2010-05-20 18:21:00,943.95
533972,2010-11-19 13:21:00,943.06
516292,2010-07-19 12:56:00,942.86
531842,2010-11-10 09:19:00,942.80
520992,2010-09-01 13:29:00,942.54
505994,2010-04-27 10:28:00,942.46
513857,2010-06-29 11:29:00,942.40
533717,2010-11-18 13:27:00,942.02
523391,2010-09-21 20:02:00,942.00
525299,2010-10-05 09:38:00,942.00
516197,2010-07-19 10:31:00,941.91
520717,2010-08-29 14:13:00,941.80
521771,2010-09-08 12:33:00,941.80
498379,2010-02-18 14:29:00,941.57
502820,2010-03-28 11:07:00,941.42
535235,2010-11-25 12:28:00,940.90
494893,2010-01-19 13:31:00,940.74
502901,2010-03-29 12:19:00,940.52
528353,2010-10-21 14:29:00,940.04
519576,2010-08-18 12:47:00,939.44
536251,2010-11-30 14:49:00,939.42
494483,2010-01-14 16:33:00,939.40
492216,2009-12-15 17:25:00,939.21
525913,2010-10-07 16:14:00,939.18
515420,2010-07-12 13:15:00,938.94
506615,2010-04-30 15:57:00,938.79
504857,2010-04-18 11:24:00,938.63
521555,2010-09-06 16:17:00,938.26
520878,2010-08-31 15:32:00,937.93
520878,2010-08-31 15:36:00,937.93
506842,2010-05-04 14:07:00,937.77
502535,2010-03-25 11:32:00,937.54
524489,2010-09-29 12:12:00,937.54
499284,2010-02-25 18:58:00,936.28
491240,2009-12-10 14:50:00,936.26
535948,2010-11-29 12:00:00,936.14
497795,2010-02-12 12:51:00,935.83
493802,2010-01-07 11:22:00,935.55
512924,2010-06-20 10:47:00,935.40
502648,2010-03-25 16:50:00,935.36
489795,2009-12-02 12:13:00,935.01
528304,2010-10-21 12:05:00,935.01
524096,2010-09-27 12:14:00,934.80
501778,2010-03-19 12:37:00,934.66
503987,2010-04-09 10:17:00,933.80
518948,2010-08-12 15:01:00,933.45
490465,2009-12-06 12:14:00,933.35
529168,2010-10-26 17:55:00,932.49
498045,2010-02-16 10:41:00,931.72
496703,2010-02-03 13:22:00,931.43
531336,2010-11-07 12:37:00,930.70
489526,2009-12-01 11:50:00,929.92
508747,2010-05-18 11:40:00,929.85
525761,2010-10-07 10:37:00,929.40
513625,2010-06-27 13:09:00,928.83
507445,2010-05-10 09:38:00,928.55
507673,2010-05-11 09:29:00,927.55
498104,2010-02-16 13:49:00,927.27
504204,2010-04-12 11:22:00,926.82
531371,2010-11-07 15:31:00,926.81
491951,2009-12-14 15:51:00,926.31
494459,2010-01-14 14:18:00,925.85
508593,2010-05-17 12:06:00,925.35
508796,2010-05-18 12:44:00,925.16
490687,2009-12-07 13:49:00,924.95
527910,2010-10-19 12:50:00,924.80
495358,2010-01-24 11:52:00,924.64
537534,2010-12-07 11:48:00,924.59
512797,2010-06-18 10:29:00,924.55
502833,2010-03-28 12:36:00,924.54
504462,2010-04-13 16:33:00,924.17
532983,2010-11-15 13:54:00,924.07
489792,2009-12-02 12:06:00,923.79
507281,2010-05-07 13:29:00,922.84
519386,2010-08-16 14:19:00,922.84
537227,2010-12-06 08:42:00,922.40
518225,2010-08-05 14:35:00,921.76
495244,2010-01-22 10:51:00,920.95
527133,2010-10-15 09:33:00,920.76
521645,2010-09-07 13:12:00,920.70
506900,2010-05-05 09:43:00,920.31
524832,2010-09-30 17:15:00,919.70
534847,2010-11-24 13:34:00,919.62
505741,2010-04-25 15:56:00,918.88
502991,2010-03-29 14:57:00,918.50
519401,2010-08-16 16:54:00,918.29
491426,2009-12-10 20:16:00,917.76
528142,2010-10-20 15:43:00,917.75
501904,2010-03-21 15:56:00,917.70
501043,2010-03-12 10:09:00,917.56
536074,2010-11-30 11:00:00,917.34
524972,2010-10-01 14:57:00,917.16
523626,2010-09-23 11:26:00,916.84
534035,2010-11-19 15:50:00,916.12
531791,2010-11-09 15:11:00,916.05
528419,2010-10-22 09:44:00,914.70
514218,2010-07-01 08:57:00,914.33
492762,2009-12-18 14:23:00,914.24
518664,2010-08-10 14:31:00,914.23
502716,2010-03-26 11:20:00,914.17
492773,2009-12-18 15:35:00,914.16
528727,2010-10-24 13:21:00,913.64
526897,2010-10-13 14:57:00,913.50
492819,2009-12-20 14:34:00,913.15
524728,2010-09-30 14:24:00,912.90
529763,2010-10-29 15:00:00,912.63
490004,2009-12-03 11:53:00,912.56
527064,2010-10-14 13:54:00,912.10
529839,2010-10-31 12:36:00,912.03
517859,2010-08-02 14:02:00,911.47
495954,2010-01-28 09:00:00,911.44
533067,2010-11-15 17:14:00,911.12
525307,2010-10-05 10:21:00,910.98
505337,2010-04-21 13:14:00,910.93
526245,2010-10-11 09:42:00,910.44
517744,2010-08-01 15:55:00,910.17
537775,2010-12-08 12:41:00,910.14
530969,2010-11-05 09:07:00,909.58
496093,2010-01-29 10:10:00,909.50
535485,2010-11-26 14:40:00,908.97
519877,2010-08-22 10:33:00,908.80
510329,2010-05-28 13:23:00,908.46
512077,2010-06-13 12:12:00,908.38
515165,2010-07-08 16:08:00,908.32
520337,2010-08-25 12:42:00,908.16
495307,2010-01-22 14:13:00,908.14
490209,2009-12-04 12:06:00,908.04
531472,2010-11-08 14:13:00,907.56
505146,2010-04-20 11:26:00,907.44
496612,2010-02-03 07:31:00,907.40
527077,2010-10-14 15:23:00,907.20
503849,2010-04-08 09:25:00,907.10
501667,2010-03-18 14:26:00,906.82
512607,2010-06-17 09:48:00,906.67
512271,2010-06-14 13:31:00,906.25
493685,2010-01-05 12:43:00,906.23
505884,2010-04-26 13:54:00,906.00
517977,2010-08-03 14:23:00,905.74
518157,2010-08-05 09:35:00,905.48
503069,2010-03-30 10:31:00,905.16
519192,2010-08-13 16:58:00,904.72
492415,2009-12-16 17:06:00,904.38
511062,2010-06-06 12:41:00,904.30
520344,2010-08-25 13:05:00,903.16
536058,2010-11-30 10:12:00,902.35
504846,2010-04-16 16:21:00,902.16
502451,2010-03-24 14:14:00,901.79
523541,2010-09-22 14:22:00,901.42
535308,2010-11-25 14:44:00,900.50
529132,2010-10-26 14:42:00,900.36
524205,2010-09-28 10:24:00,900.08
489727,2009-12-02 11:09:00,900.00
491497,2009-12-11 12:17:00,899.64
498934,2010-02-24 10:42:00,899.00
527754,2010-10-18 17:05:00,898.87
507227,2010-05-06 19:49:00,898.45
490087,2009-12-03 15:49:00,898.18
529179,2010-10-26 18:26:00,897.80
498513,2010-02-19 12:07:00,897.03
497941,2010-02-15 11:22:00,897.00
492720,2009-12-18 10:50:00,896.85
512567,2010-06-16 14:41:00,896.80
498517,2010-02-19 12:34:00,896.73
489644,2009-12-01 16:30:00,896.54
509405,2010-05-23 11:35:00,896.16
519881,2010-08-22 11:27:00,895.40
519881,2010-08-22 11:28:00,895.40
511052,2010-06-06 12:15:00,895.13
515971,2010-07-16 07:53:00,894.96
519619,2010-08-19 09:22:00,894.51
529622,2010-10-29 11:42:00,894.40
531762,2010-11-09 13:40:00,894.38
503927,2010-04-08 13:21:00,894.00
511962,2010-06-11 13:28:00,894.00
509454,2010-05-24 10:02:00,893.74
491113,2009-12-09 14:48:00,893.33
512064,2010-06-13 11:19:00,893.22
522816,2010-09-16 19:17:00,893.00
497384,2010-02-09 12:03:00,892.72
498935,2010-02-24 10:42:00,892.65
527461,2010-10-18 10:42:00,892.52
514797,2010-07-06 10:37:00,892.50
531869,2010-11-10 11:36:00,892.15
511375,2010-06-08 11:28:00,891.81
530947,2010-11-04 18:00:00,891.46
491979,2009-12-15 08:01:00,891.41
535984,2010-11-29 13:17:00,891.40
509029,2010-05-19 15:24:00,891.17
510753,2010-06-03 12:38:00,891.03
502882,2010-03-29 10:41:00,890.40
533877,2010-11-19 11:37:00,889.80
523652,2010-09-23 13:07:00,889.44
518077,2010-08-04 13:47:00,889.02
507000,2010-05-05 14:09:00,888.85
535018,2010-11-24 16:16:00,888.47
529146,2010-10-26 15:48:00,888.36
523062,2010-09-20 12:02:00,887.80
517665,2010-07-30 14:39:00,887.68
498776,2010-02-23 10:25:00,887.40
505525,2010-04-22 17:01:00,887.40
534505,2010-11-23 11:39:00,887.40
504232,2010-04-12 13:01:00,886.18
528852,2010-10-25 10:41:00,885.97
527908,2010-10-19 12:48:00,885.93
506249,2010-04-28 13:26:00,885.54
502613,2010-03-25 14:22:00,885.14
523297,2010-09-21 12:30:00,885.00
523359,2010-09-21 17:29:00,885.00
529600,2010-10-29 09:43:00,884.35
505973,2010-04-26 17:16:00,884.22
517354,2010-07-28 14:54:00,884.08
519246,2010-08-15 14:34:00,884.06
535269,2010-11-25 13:38:00,883.81
533466,2010-11-17 12:20:00,883.54
528640,2010-10-24 11:47:00,883.49
519517,2010-08-18 09:45:00,883.42
530718,2010-11-04 11:38:00,882.96
510164,2010-05-27 13:58:00,882.60
497906,2010-02-14 13:26:00,881.86
523285,2010-09-21 12:06:00,881.60
498759,2010-02-22 16:58:00,881.52
504909,2010-04-19 08:57:00,881.48
512591,2010-06-16 16:24:00,881.40
520697,2010-08-29 11:03:00,881.34
517351,2010-07-28 14:43:00,881.23
494143,2010-01-11 14:04:00,881.20
524203,2010-09-28 10:02:00,881.10
534869,2010-11-24 14:29:00,880.80
525081,2010-10-03 15:41:00,880.70
493399,2009-12-23 14:35:00,879.72
529080,2010-10-26 13:07:00,879.64
501256,2010-03-15 12:45:00,879.60
511483,2010-06-08 14:05:00,878.14
528146,2010-10-20 16:01:00,877.70
502301,2010-03-24 09:26:00,877.18
509974,2010-05-26 13:38:00,877.14
522041,2010-09-10 12:32:00,876.54
526168,2010-10-10 10:43:00,876.41
533316,2010-11-16 17:21:00,876.36
523661,2010-09-23 14:06:00,876.01
535243,2010-11-25 12:36:00,876.00
533374,2010-11-17 10:34:00,875.81
526204,2010-10-10 13:23:00,875.59
516116,2010-07-16 14:23:00,875.45
520874,2010-08-31 15:06:00,874.89
503833,2010-04-07 16:11:00,874.84
503835,2010-04-07 16:16:00,874.84
503836,2010-04-07 16:17:00,874.84
505227,2010-04-21 10:33:00,874.84
505229,2010-04-21 10:34:00,874.84
529351,2010-10-28 09:29:00,874.36
491212,2009-12-10 14:28:00,873.61
491144,2009-12-09 17:10:00,873.48
496024,2010-01-28 14:06:00,873.44
518752,2010-08-11 12:39:00,873.35
499494,2010-02-28 14:12:00,873.12
501907,2010-03-21 16:13:00,872.94
520193,2010-08-24 14:47:00,872.90
512125,2010-06-13 16:03:00,872.60
525952,2010-10-07 19:03:00,872.58
523009,2010-09-20 10:01:00,872.48
520968,2010-09-01 12:21:00,871.88
529608,2010-10-29 10:28:00,871.80
535472,2010-11-26 13:50:00,871.58
535990,2010-11-29 13:27:00,871.20
492051,2009-12-15 12:43:00,870.84
510171,2010-05-27 14:35:00,870.78
490796,2009-12-08 11:44:00,870.63
516963,2010-07-26 09:07:00,870.42
511269,2010-06-07 13:02:00,870.30
530272,2010-11-02 11:52:00,870.30
490394,2009-12-05 16:01:00,870.28
502723,2010-03-26 11:23:00,870.00
490100,2009-12-03 16:21:00,869.93
496204,2010-01-29 12:42:00,869.88
498261,2010-02-17 14:47:00,869.82
514220,2010-07-01 09:36:00,869.68
499234,2010-02-25 12:37:00,869.56
518427,2010-08-09 10:27:00,869.28
502192,2010-03-23 11:48:00,869.27
536205,2010-11-30 13:18:00,869.18
524097,2010-09-27 12:16:00,868.50
524937,2010-10-01 11:59:00,868.33
507005,2010-05-05 14:21:00,868.32
520484,2010-08-26 11:43:00,868.14
490320,2009-12-04 15:26:00,867.89
502588,2010-03-25 12:43:00,867.04
519713,2010-08-19 15:36:00,867.00
497916,2010-02-14 14:54:00,866.99
524012,2010-09-27 09:48:00,866.96
520076,2010-08-24 09:44:00,866.80
529627,2010-10-29 12:07:00,866.65
523344,2010-09-21 15:51:00,866.56
530515,2010-11-03 12:24:00,866.38
501007,2010-03-11 14:51:00,865.45
519586,2010-08-18 13:58:00,864.91
491422,2009-12-10 19:35:00,864.89
503547,2010-04-01 14:52:00,864.80
507649,2010-05-10 15:52:00,864.59
514563,2010-07-05 11:48:00,864.03
501480,2010-03-17 10:10:00,864.00
534395,2010-11-22 13:12:00,864.00
513589,2010-06-27 10:48:00,863.91
504478,2010-04-14 10:13:00,863.64
531354,2010-11-07 13:50:00,863.42
505051,2010-04-19 14:39:00,863.20
532817,2010-11-14 16:16:00,862.17
523289,2010-09-21 12:17:00,862.00
502877,2010-03-29 10:26:00,861.60
534378,2010-11-22 12:33:00,861.41
521162,2010-09-02 14:22:00,861.30
494473,2010-01-14 14:53:00,859.27
489560,2009-12-01 12:56:00,859.10
494108,2010-01-11 12:29:00,858.27
494479,2010-01-14 15:47:00,858.25
500583,2010-03-09 09:49:00,858.08
522410,2010-09-14 11:36:00,858.00
522415,2010-09-14 12:06:00,857.80
525524,2010-10-05 17:55:00,856.84
491692,2009-12-13 13:21:00,856.78
525750,2010-10-07 09:53:00,856.64
505978,2010-04-27 09:03:00,856.44
504140,2010-04-11 12:45:00,856.23
508245,2010-05-14 09:17:00,856.20
525355,2010-10-05 11:32:00,856.06
523354,2010-09-21 16:44:00,856.01
494480,2010-01-14 16:16:00,855.90
536370,2010-12-01 08:45:00,855.86
492269,2009-12-16 11:23:00,855.45
507064,2010-05-06 10:30:00,855.38
503868,2010-04-08 11:18:00,855.35
514508,2010-07-04 13:07:00,854.88
495908,2010-01-27 12:44:00,854.80
493800,2010-01-07 11:16:00,854.72
518392,2010-08-08 12:28:00,854.67
494280,2010-01-13 10:43:00,854.35
533818,2010-11-19 09:18:00,853.86
506831,2010-05-04 13:31:00,853.35
501926,2010-03-22 10:43:00,851.96
511855,2010-06-11 08:25:00,851.93
493265,2009-12-22 15:05:00,851.91
490094,2009-12-03 15:56:00,851.76
532151,2010-11-11 12:11:00,851.76
523994,2010-09-26 15:07:00,851.65
512024,2010-06-11 16:06:00,851.60
512029,2010-06-11 16:08:00,851.60
501272,2010-03-15 13:34:00,851.16
491826,2009-12-14 14:12:00,850.83
498853,2010-02-23 12:08:00,850.00
533162,2010-11-16 14:29:00,850.00
491612,2009-12-11 13:49:00,849.94
526913,2010-10-13 16:09:00,849.90
496592,2010-02-02 14:51:00,849.86
536241,2010-11-30 14:35:00,849.75
532048,2010-11-10 14:11:00,849.72
511520,2010-06-08 16:39:00,849.45
511525,2010-06-08 16:53:00,849.45
509440,2010-05-23 15:43:00,849.43
538008,2010-12-09 12:17:00,849.20
533080,2010-11-16 09:28:00,849.07
522720,2010-09-16 12:20:00,848.79
493706,2010-01-05 14:32:00,848.75
500502,2010-03-08 13:37:00,848.70
502954,2010-03-29 14:47:00,848.68
501010,2010-03-11 15:33:00,848.03
518789,2010-08-12 09:17:00,847.04
492004,2009-12-15 11:25:00,847.00
527413,2010-10-17 15:13:00,846.89
496058,2010-01-28 15:17:00,846.81
515588,2010-07-13 13:11:00,846.77
495020,2010-01-20 13:24:00,846.46
514483,2010-07-02 14:39:00,846.22
518418,2010-08-09 08:26:00,845.17
535998,2010-11-29 13:59:00,845.06
513344,2010-06-24 10:34:00,845.00
525421,2010-10-05 12:52:00,845.00
491321,2009-12-10 15:36:00,844.45
491092,2009-12-09 13:44:00,844.12
490304,2009-12-04 14:35:00,843.01
496047,2010-01-28 14:31:00,842.82
505363,2010-04-21 15:42:00,842.45
536437,2010-12-01 12:12:00,842.12
534222,2010-11-22 08:09:00,842.00
536946,2010-12-03 12:28:00,841.94
504712,2010-04-16 10:01:00,841.62
529084,2010-10-26 13:15:00,841.50
507028,2010-05-05 14:51:00,841.17
506388,2010-04-29 12:51:00,840.67
516954,2010-07-25 15:40:00,840.55
529611,2010-10-29 10:39:00,840.41
505536,2010-04-22 17:49:00,840.00
532756,2010-11-14 13:39:00,839.36
515530,2010-07-13 12:07:00,838.90
535794,2010-11-28 14:33:00,838.86
494780,2010-01-18 12:59:00,838.75
513990,2010-06-30 08:34:00,838.74
506226,2010-04-28 12:01:00,838.69
535953,2010-11-29 12:13:00,838.36
498433,2010-02-18 17:50:00,838.15
525112,2010-10-04 11:16:00,837.78
533573,2010-11-18 10:45:00,837.62
523660,2010-09-23 14:00:00,837.43
513498,2010-06-25 10:22:00,837.31
523893,2010-09-24 14:56:00,837.26
507687,2010-05-11 09:55:00,837.11
520746,2010-08-31 10:52:00,837.07
513960,2010-06-29 15:04:00,836.75
507417,2010-05-09 14:35:00,836.56
534049,2010-11-19 17:21:00,836.08
526169,2010-10-10 10:47:00,835.86
495030,2010-01-20 14:04:00,835.45
529161,2010-10-26 17:23:00,834.89
524953,2010-10-01 13:09:00,834.44
511803,2010-06-10 15:22:00,834.25
494161,2010-01-11 17:13:00,833.94
525840,2010-10-07 12:39:00,833.53
495072,2010-01-21 08:22:00,833.52
519785,2010-08-20 11:57:00,833.48
533741,2010-11-18 14:07:00,833.33
502673,2010-03-26 09:46:00,833.20
514841,2010-07-06 15:05:00,832.90
538005,2010-12-09 12:12:00,832.80
496947,2010-02-04 18:16:00,832.48
525860,2010-10-07 13:19:00,832.30
516629,2010-07-22 10:09:00,832.28
511968,2010-06-11 13:44:00,832.00
